InventoryID	LanguageCode	LanguageName	Segment
2354	xub	Betta Kurumba	d
2354	xub	Betta Kurumba	ɾ
2354	xub	Betta Kurumba	n
2354	xub	Betta Kurumba	l
2354	xub	Betta Kurumba	ʈ
2354	xub	Betta Kurumba	ɖ
2354	xub	Betta Kurumba	ɳ
2354	xub	Betta Kurumba	ɭ
2354	xub	Betta Kurumba	s̠̻
2354	xub	Betta Kurumba	dʒ
2354	xub	Betta Kurumba	j
2354	xub	Betta Kurumba	k
2354	xub	Betta Kurumba	g
2354	xub	Betta Kurumba	ŋ
2354	xub	Betta Kurumba	ɑ
2354	xub	Betta Kurumba	ɑː
2354	xub	Betta Kurumba	ɛ
2354	xub	Betta Kurumba	ɛː
2354	xub	Betta Kurumba	ɪ
2354	xub	Betta Kurumba	iː
2354	xub	Betta Kurumba	ə
2354	xub	Betta Kurumba	əː
2354	xub	Betta Kurumba	ɔ
2354	xub	Betta Kurumba	ɔː
2354	xub	Betta Kurumba	ʊ̞
2354	xub	Betta Kurumba	ʊː
2354	xub	Betta Kurumba	ʊ̈i
2354	xub	Betta Kurumba	əi
2354	xub	Betta Kurumba	ɐi
2355	kum	Kumyk	b
2355	kum	Kumyk	w
2355	kum	Kumyk	g
2355	kum	Kumyk	ʕ
2355	kum	Kumyk	ʁ
2355	kum	Kumyk	d
2355	kum	Kumyk	j
2355	kum	Kumyk	ʒ
2355	kum	Kumyk	z
2355	kum	Kumyk	q
2355	kum	Kumyk	l
2355	kum	Kumyk	m
2355	kum	Kumyk	n
2355	kum	Kumyk	ŋ
2355	kum	Kumyk	p
2355	kum	Kumyk	r
2355	kum	Kumyk	s
2355	kum	Kumyk	t
2355	kum	Kumyk	f
2355	kum	Kumyk	h
2355	kum	Kumyk	ts
2355	kum	Kumyk	tʃ
2355	kum	Kumyk	ʃ
2355	kum	Kumyk	a
2355	kum	Kumyk	ɛ
2355	kum	Kumyk	i
2355	kum	Kumyk	ɔ
2355	kum	Kumyk	œ
2355	kum	Kumyk	u
2355	kum	Kumyk	y
2355	kum	Kumyk	ɨ
2356	chx	Chantyal	p
2356	chx	Chantyal	t
2356	chx	Chantyal	ts
2356	chx	Chantyal	k
2356	chx	Chantyal	pʰ
2356	chx	Chantyal	tʰ
2356	chx	Chantyal	tsʰ
2356	chx	Chantyal	kʰ
2356	chx	Chantyal	b
2356	chx	Chantyal	d
2356	chx	Chantyal	dz
2356	chx	Chantyal	ɡ
2356	chx	Chantyal	m
2356	chx	Chantyal	n
2356	chx	Chantyal	ɲ
2356	chx	Chantyal	ŋ
2356	chx	Chantyal	l
2356	chx	Chantyal	r
2356	chx	Chantyal	s
2356	chx	Chantyal	j
2356	chx	Chantyal	w
2356	chx	Chantyal	i
2356	chx	Chantyal	e
2356	chx	Chantyal	ʌ
2356	chx	Chantyal	ɑ
2356	chx	Chantyal	o
2356	chx	Chantyal	u
2356	chx	Chantyal	ĩ
2356	chx	Chantyal	ẽ
2356	chx	Chantyal	ʌ̃
2356	chx	Chantyal	ɑ̃
2356	chx	Chantyal	õ
2356	chx	Chantyal	ũ
2356	chx	Chantyal	i̤
2356	chx	Chantyal	e̤
2356	chx	Chantyal	ʌ̤
2356	chx	Chantyal	ɑ̤
2356	chx	Chantyal	o̤
2356	chx	Chantyal	ṳ
2356	chx	Chantyal	iw
2356	chx	Chantyal	ew
2356	chx	Chantyal	ʌw
2356	chx	Chantyal	ɑw
2356	chx	Chantyal	ej
2356	chx	Chantyal	ʌj
2356	chx	Chantyal	ɑj
2356	chx	Chantyal	oj
2356	chx	Chantyal	uj
2357	bho	Bhojpuri	p
2357	bho	Bhojpuri	pʰ
2357	bho	Bhojpuri	t̪
2357	bho	Bhojpuri	t̪ʰ
2357	bho	Bhojpuri	ʈ
2357	bho	Bhojpuri	ʈʰ
2357	bho	Bhojpuri	c
2357	bho	Bhojpuri	cʰ
2357	bho	Bhojpuri	k
2357	bho	Bhojpuri	kʰ
2357	bho	Bhojpuri	b
2357	bho	Bhojpuri	bʰ
2357	bho	Bhojpuri	d̪
2357	bho	Bhojpuri	d̪ʰ
2357	bho	Bhojpuri	ɖ
2357	bho	Bhojpuri	ɖʰ
2357	bho	Bhojpuri	ɟ
2357	bho	Bhojpuri	ɟʰ
2357	bho	Bhojpuri	g
2357	bho	Bhojpuri	gʰ
2357	bho	Bhojpuri	m
2357	bho	Bhojpuri	mʰ
2357	bho	Bhojpuri	n
2357	bho	Bhojpuri	nʰ
2357	bho	Bhojpuri	ŋ
2357	bho	Bhojpuri	ŋʰ
2357	bho	Bhojpuri	s
2357	bho	Bhojpuri	r
2357	bho	Bhojpuri	rʰ
2357	bho	Bhojpuri	ɽ
2357	bho	Bhojpuri	ɽʰ
2357	bho	Bhojpuri	l
2357	bho	Bhojpuri	lʰ
2357	bho	Bhojpuri	w
2357	bho	Bhojpuri	j
2357	bho	Bhojpuri	i
2357	bho	Bhojpuri	ĩ
2357	bho	Bhojpuri	u
2357	bho	Bhojpuri	ũ
2357	bho	Bhojpuri	e
2357	bho	Bhojpuri	ẽ
2357	bho	Bhojpuri	ʌ
2357	bho	Bhojpuri	ʌ̃
2357	bho	Bhojpuri	o
2357	bho	Bhojpuri	õ
2357	bho	Bhojpuri	a
2357	bho	Bhojpuri	ã
2357	bho	Bhojpuri	ãĩ
2357	bho	Bhojpuri	ai
2357	bho	Bhojpuri	au
2357	bho	Bhojpuri	ãũ
2358	aln	Gheg Albanian (North-Eastern)	p
2358	aln	Gheg Albanian (North-Eastern)	b
2358	aln	Gheg Albanian (North-Eastern)	f
2358	aln	Gheg Albanian (North-Eastern)	v
2358	aln	Gheg Albanian (North-Eastern)	m
2358	aln	Gheg Albanian (North-Eastern)	t̪
2358	aln	Gheg Albanian (North-Eastern)	d̪
2358	aln	Gheg Albanian (North-Eastern)	ɫ̪
2358	aln	Gheg Albanian (North-Eastern)	θ
2358	aln	Gheg Albanian (North-Eastern)	ð
2358	aln	Gheg Albanian (North-Eastern)	s
2358	aln	Gheg Albanian (North-Eastern)	z
2358	aln	Gheg Albanian (North-Eastern)	ts
2358	aln	Gheg Albanian (North-Eastern)	dz
2358	aln	Gheg Albanian (North-Eastern)	n
2358	aln	Gheg Albanian (North-Eastern)	ɾ
2358	aln	Gheg Albanian (North-Eastern)	r
2358	aln	Gheg Albanian (North-Eastern)	l
2358	aln	Gheg Albanian (North-Eastern)	ʃ
2358	aln	Gheg Albanian (North-Eastern)	ʒ
2358	aln	Gheg Albanian (North-Eastern)	tʃ
2358	aln	Gheg Albanian (North-Eastern)	dʒ
2358	aln	Gheg Albanian (North-Eastern)	j
2358	aln	Gheg Albanian (North-Eastern)	k
2358	aln	Gheg Albanian (North-Eastern)	g
2358	aln	Gheg Albanian (North-Eastern)	h
2358	aln	Gheg Albanian (North-Eastern)	ŋ
2358	aln	Gheg Albanian (North-Eastern)	i
2358	aln	Gheg Albanian (North-Eastern)	u
2358	aln	Gheg Albanian (North-Eastern)	e
2358	aln	Gheg Albanian (North-Eastern)	o
2358	aln	Gheg Albanian (North-Eastern)	ä
2358	aln	Gheg Albanian (North-Eastern)	y
2358	aln	Gheg Albanian (North-Eastern)	ĩ
2358	aln	Gheg Albanian (North-Eastern)	ũ
2358	aln	Gheg Albanian (North-Eastern)	ẽ
2358	aln	Gheg Albanian (North-Eastern)	ä̃
2358	aln	Gheg Albanian (North-Eastern)	ỹ
2358	aln	Gheg Albanian (North-Eastern)	iː
2358	aln	Gheg Albanian (North-Eastern)	uː
2358	aln	Gheg Albanian (North-Eastern)	eː
2358	aln	Gheg Albanian (North-Eastern)	oː
2358	aln	Gheg Albanian (North-Eastern)	äː
2359	hoc	Ho (Mayurbhanj)	p
2359	hoc	Ho (Mayurbhanj)	t
2359	hoc	Ho (Mayurbhanj)	ʈ
2359	hoc	Ho (Mayurbhanj)	c
2359	hoc	Ho (Mayurbhanj)	k
2359	hoc	Ho (Mayurbhanj)	ʔ
2359	hoc	Ho (Mayurbhanj)	b
2359	hoc	Ho (Mayurbhanj)	d
2359	hoc	Ho (Mayurbhanj)	ɖ
2359	hoc	Ho (Mayurbhanj)	ɟ
2359	hoc	Ho (Mayurbhanj)	g
2359	hoc	Ho (Mayurbhanj)	s
2359	hoc	Ho (Mayurbhanj)	h
2359	hoc	Ho (Mayurbhanj)	m
2359	hoc	Ho (Mayurbhanj)	n
2359	hoc	Ho (Mayurbhanj)	ɲ
2359	hoc	Ho (Mayurbhanj)	ŋ
2359	hoc	Ho (Mayurbhanj)	r
2359	hoc	Ho (Mayurbhanj)	ɽ
2359	hoc	Ho (Mayurbhanj)	l
2359	hoc	Ho (Mayurbhanj)	w
2359	hoc	Ho (Mayurbhanj)	j
2359	hoc	Ho (Mayurbhanj)	i
2359	hoc	Ho (Mayurbhanj)	e
2359	hoc	Ho (Mayurbhanj)	a
2359	hoc	Ho (Mayurbhanj)	o
2359	hoc	Ho (Mayurbhanj)	u
2359	hoc	Ho (Mayurbhanj)	ĩ
2359	hoc	Ho (Mayurbhanj)	ẽ
2359	hoc	Ho (Mayurbhanj)	ã
2359	hoc	Ho (Mayurbhanj)	õ
2359	hoc	Ho (Mayurbhanj)	ũ
2359	hoc	Ho (Mayurbhanj)	au
2359	hoc	Ho (Mayurbhanj)	ai
2359	hoc	Ho (Mayurbhanj)	oe
2360	raw	Rawang (Mutwang)	pʰ
2360	raw	Rawang (Mutwang)	tʰ
2360	raw	Rawang (Mutwang)	tʃʰ
2360	raw	Rawang (Mutwang)	kʰ
2360	raw	Rawang (Mutwang)	ʔ
2360	raw	Rawang (Mutwang)	b
2360	raw	Rawang (Mutwang)	d
2360	raw	Rawang (Mutwang)	dʒ
2360	raw	Rawang (Mutwang)	ɡ
2360	raw	Rawang (Mutwang)	s
2360	raw	Rawang (Mutwang)	ʃ
2360	raw	Rawang (Mutwang)	x
2360	raw	Rawang (Mutwang)	z
2360	raw	Rawang (Mutwang)	ɻ
2360	raw	Rawang (Mutwang)	m
2360	raw	Rawang (Mutwang)	n
2360	raw	Rawang (Mutwang)	ŋ
2360	raw	Rawang (Mutwang)	l
2360	raw	Rawang (Mutwang)	w
2360	raw	Rawang (Mutwang)	j
2360	raw	Rawang (Mutwang)	i
2360	raw	Rawang (Mutwang)	ɵ
2360	raw	Rawang (Mutwang)	u
2360	raw	Rawang (Mutwang)	e
2360	raw	Rawang (Mutwang)	ə
2360	raw	Rawang (Mutwang)	o
2360	raw	Rawang (Mutwang)	a
2360	raw	Rawang (Mutwang)	iː
2360	raw	Rawang (Mutwang)	ɵː
2360	raw	Rawang (Mutwang)	uː
2360	raw	Rawang (Mutwang)	eː
2360	raw	Rawang (Mutwang)	əː
2360	raw	Rawang (Mutwang)	oː
2360	raw	Rawang (Mutwang)	aː
2361	skb	Saek	p
2361	skb	Saek	t
2361	skb	Saek	c
2361	skb	Saek	k
2361	skb	Saek	ʔ
2361	skb	Saek	pʰ
2361	skb	Saek	tʰ
2361	skb	Saek	cʰ
2361	skb	Saek	kʰ
2361	skb	Saek	b
2361	skb	Saek	d
2361	skb	Saek	f
2361	skb	Saek	s
2361	skb	Saek	h
2361	skb	Saek	m
2361	skb	Saek	n
2361	skb	Saek	ɲ
2361	skb	Saek	ŋ
2361	skb	Saek	v
2361	skb	Saek	l
2361	skb	Saek	r
2361	skb	Saek	j
2361	skb	Saek	w
2361	skb	Saek	i
2361	skb	Saek	iː
2361	skb	Saek	ɯ
2361	skb	Saek	ɯː
2361	skb	Saek	u
2361	skb	Saek	uː
2361	skb	Saek	e
2361	skb	Saek	eː
2361	skb	Saek	ɤ
2361	skb	Saek	ɤː
2361	skb	Saek	o
2361	skb	Saek	oː
2361	skb	Saek	ɛ
2361	skb	Saek	ɛː
2361	skb	Saek	a
2361	skb	Saek	aː
2361	skb	Saek	ɔ
2361	skb	Saek	ɔː
2361	skb	Saek	ia
2361	skb	Saek	ɯa
2361	skb	Saek	ua
2362	ckt	Chukchi	p
2362	ckt	Chukchi	t̺̪
2362	ckt	Chukchi	kx
2362	ckt	Chukchi	qχ
2362	ckt	Chukchi	tɕ
2362	ckt	Chukchi	ʔ
2362	ckt	Chukchi	ɬ̺̪
2362	ckt	Chukchi	ɣ
2362	ckt	Chukchi	m
2362	ckt	Chukchi	n̺̪
2362	ckt	Chukchi	ŋ
2362	ckt	Chukchi	r̺
2362	ckt	Chukchi	w
2362	ckt	Chukchi	j
2362	ckt	Chukchi	i
2362	ckt	Chukchi	e̞
2362	ckt	Chukchi	o̞
2362	ckt	Chukchi	ä
2362	ckt	Chukchi	u
2362	ckt	Chukchi	ə̆
2363	mkd	Macedonian (Standard)	p
2363	mkd	Macedonian (Standard)	b
2363	mkd	Macedonian (Standard)	m
2363	mkd	Macedonian (Standard)	f
2363	mkd	Macedonian (Standard)	v
2363	mkd	Macedonian (Standard)	t̪
2363	mkd	Macedonian (Standard)	d̪
2363	mkd	Macedonian (Standard)	s̪
2363	mkd	Macedonian (Standard)	z̪
2363	mkd	Macedonian (Standard)	n̪
2363	mkd	Macedonian (Standard)	ɫ̪
2363	mkd	Macedonian (Standard)	t̪s̪
2363	mkd	Macedonian (Standard)	d̪z̪
2363	mkd	Macedonian (Standard)	l
2363	mkd	Macedonian (Standard)	r
2363	mkd	Macedonian (Standard)	ʃ
2363	mkd	Macedonian (Standard)	ʒ
2363	mkd	Macedonian (Standard)	tʃ
2363	mkd	Macedonian (Standard)	dʒ
2363	mkd	Macedonian (Standard)	c
2363	mkd	Macedonian (Standard)	j
2363	mkd	Macedonian (Standard)	ɟ
2363	mkd	Macedonian (Standard)	ɲ
2363	mkd	Macedonian (Standard)	k
2363	mkd	Macedonian (Standard)	g
2363	mkd	Macedonian (Standard)	x
2363	mkd	Macedonian (Standard)	i
2363	mkd	Macedonian (Standard)	e
2363	mkd	Macedonian (Standard)	ä
2363	mkd	Macedonian (Standard)	o
2363	mkd	Macedonian (Standard)	u
2363	mkd	Macedonian (Standard)	ə
2364	pcj	Gorum	p
2364	pcj	Gorum	t
2364	pcj	Gorum	s
2364	pcj	Gorum	k
2364	pcj	Gorum	ʔ
2364	pcj	Gorum	z
2364	pcj	Gorum	ɖ
2364	pcj	Gorum	g
2364	pcj	Gorum	m
2364	pcj	Gorum	n
2364	pcj	Gorum	ɲ
2364	pcj	Gorum	ŋ
2364	pcj	Gorum	r
2364	pcj	Gorum	l
2364	pcj	Gorum	ɽ
2364	pcj	Gorum	j
2364	pcj	Gorum	i
2364	pcj	Gorum	e
2364	pcj	Gorum	a
2364	pcj	Gorum	u
2364	pcj	Gorum	ɔ
2364	pcj	Gorum	ĩ
2364	pcj	Gorum	ẽ
2364	pcj	Gorum	ã
2364	pcj	Gorum	ũ
2364	pcj	Gorum	ɔ̃
2365	tsg	Tausug (Jolo)	p
2365	tsg	Tausug (Jolo)	b
2365	tsg	Tausug (Jolo)	m
2365	tsg	Tausug (Jolo)	w
2365	tsg	Tausug (Jolo)	t̪
2365	tsg	Tausug (Jolo)	d
2365	tsg	Tausug (Jolo)	n
2365	tsg	Tausug (Jolo)	ɾ
2365	tsg	Tausug (Jolo)	s
2365	tsg	Tausug (Jolo)	z
2365	tsg	Tausug (Jolo)	l
2365	tsg	Tausug (Jolo)	tʃ
2365	tsg	Tausug (Jolo)	dʒ
2365	tsg	Tausug (Jolo)	ɲ
2365	tsg	Tausug (Jolo)	j
2365	tsg	Tausug (Jolo)	k
2365	tsg	Tausug (Jolo)	g
2365	tsg	Tausug (Jolo)	ŋ
2365	tsg	Tausug (Jolo)	ʔ
2365	tsg	Tausug (Jolo)	h
2365	tsg	Tausug (Jolo)	i
2365	tsg	Tausug (Jolo)	ä
2365	tsg	Tausug (Jolo)	u
2366	lbj	Ladakhi (Leh)	p
2366	lbj	Ladakhi (Leh)	t̪
2366	lbj	Ladakhi (Leh)	ʈ
2366	lbj	Ladakhi (Leh)	k
2366	lbj	Ladakhi (Leh)	pʰ
2366	lbj	Ladakhi (Leh)	t̪ʰ
2366	lbj	Ladakhi (Leh)	ʈʰ
2366	lbj	Ladakhi (Leh)	kʰ
2366	lbj	Ladakhi (Leh)	b
2366	lbj	Ladakhi (Leh)	d̪
2366	lbj	Ladakhi (Leh)	ɖ
2366	lbj	Ladakhi (Leh)	g
2366	lbj	Ladakhi (Leh)	ts
2366	lbj	Ladakhi (Leh)	tʃ
2366	lbj	Ladakhi (Leh)	tsʰ
2366	lbj	Ladakhi (Leh)	tʃʰ
2366	lbj	Ladakhi (Leh)	dz
2366	lbj	Ladakhi (Leh)	dʒ
2366	lbj	Ladakhi (Leh)	s
2366	lbj	Ladakhi (Leh)	ʂ
2366	lbj	Ladakhi (Leh)	ʃ
2366	lbj	Ladakhi (Leh)	h
2366	lbj	Ladakhi (Leh)	z
2366	lbj	Ladakhi (Leh)	ʒ
2366	lbj	Ladakhi (Leh)	r
2366	lbj	Ladakhi (Leh)	l
2366	lbj	Ladakhi (Leh)	l̥
2366	lbj	Ladakhi (Leh)	m
2366	lbj	Ladakhi (Leh)	n
2366	lbj	Ladakhi (Leh)	ɲ
2366	lbj	Ladakhi (Leh)	ŋ
2366	lbj	Ladakhi (Leh)	w
2366	lbj	Ladakhi (Leh)	j
2366	lbj	Ladakhi (Leh)	i
2366	lbj	Ladakhi (Leh)	u
2366	lbj	Ladakhi (Leh)	ə
2366	lbj	Ladakhi (Leh)	e
2366	lbj	Ladakhi (Leh)	o
2367	shn	Shan (Luxi)	p
2367	shn	Shan (Luxi)	t
2367	shn	Shan (Luxi)	c
2367	shn	Shan (Luxi)	k
2367	shn	Shan (Luxi)	ʔ
2367	shn	Shan (Luxi)	pʰ
2367	shn	Shan (Luxi)	tʰ
2367	shn	Shan (Luxi)	kʰ
2367	shn	Shan (Luxi)	b
2367	shn	Shan (Luxi)	d
2367	shn	Shan (Luxi)	m
2367	shn	Shan (Luxi)	n
2367	shn	Shan (Luxi)	ŋ
2367	shn	Shan (Luxi)	f
2367	shn	Shan (Luxi)	s
2367	shn	Shan (Luxi)	sʰ
2367	shn	Shan (Luxi)	h
2367	shn	Shan (Luxi)	x
2367	shn	Shan (Luxi)	ʑ
2367	shn	Shan (Luxi)	v
2367	shn	Shan (Luxi)	l
2367	shn	Shan (Luxi)	j
2367	shn	Shan (Luxi)	w
2367	shn	Shan (Luxi)	ɰ
2367	shn	Shan (Luxi)	i
2367	shn	Shan (Luxi)	ɯ
2367	shn	Shan (Luxi)	u
2367	shn	Shan (Luxi)	e
2367	shn	Shan (Luxi)	ɤ
2367	shn	Shan (Luxi)	o
2367	shn	Shan (Luxi)	ɛ
2367	shn	Shan (Luxi)	a
2367	shn	Shan (Luxi)	aː
2367	shn	Shan (Luxi)	ɔ
2368	bul	Bulgarian (Standard)	p
2368	bul	Bulgarian (Standard)	b
2368	bul	Bulgarian (Standard)	m
2368	bul	Bulgarian (Standard)	f
2368	bul	Bulgarian (Standard)	v
2368	bul	Bulgarian (Standard)	t̪
2368	bul	Bulgarian (Standard)	d̪
2368	bul	Bulgarian (Standard)	s̪
2368	bul	Bulgarian (Standard)	z̪
2368	bul	Bulgarian (Standard)	t̪s̪
2368	bul	Bulgarian (Standard)	d̪z̪
2368	bul	Bulgarian (Standard)	ɫ̪
2368	bul	Bulgarian (Standard)	n
2368	bul	Bulgarian (Standard)	r
2368	bul	Bulgarian (Standard)	ʃ
2368	bul	Bulgarian (Standard)	tʃ
2368	bul	Bulgarian (Standard)	ʒ
2368	bul	Bulgarian (Standard)	dʒ
2368	bul	Bulgarian (Standard)	j
2368	bul	Bulgarian (Standard)	k
2368	bul	Bulgarian (Standard)	x
2368	bul	Bulgarian (Standard)	g
2368	bul	Bulgarian (Standard)	pʲ
2368	bul	Bulgarian (Standard)	bʲ
2368	bul	Bulgarian (Standard)	tʲ
2368	bul	Bulgarian (Standard)	dʲ
2368	bul	Bulgarian (Standard)	c
2368	bul	Bulgarian (Standard)	ɟ
2368	bul	Bulgarian (Standard)	tsʲ
2368	bul	Bulgarian (Standard)	mʲ
2368	bul	Bulgarian (Standard)	ɲ
2368	bul	Bulgarian (Standard)	rʲ
2368	bul	Bulgarian (Standard)	fʲ
2368	bul	Bulgarian (Standard)	vʲ
2368	bul	Bulgarian (Standard)	sʲ
2368	bul	Bulgarian (Standard)	zʲ
2368	bul	Bulgarian (Standard)	ʎ
2368	bul	Bulgarian (Standard)	ä
2368	bul	Bulgarian (Standard)	ɛ
2368	bul	Bulgarian (Standard)	i
2368	bul	Bulgarian (Standard)	ɤ̟
2368	bul	Bulgarian (Standard)	ɔ
2368	bul	Bulgarian (Standard)	u
2369	spt	Spiti Tibetan	p
2369	spt	Spiti Tibetan	t
2369	spt	Spiti Tibetan	ʈ
2369	spt	Spiti Tibetan	k
2369	spt	Spiti Tibetan	pʰ
2369	spt	Spiti Tibetan	tʰ
2369	spt	Spiti Tibetan	ʈʰ
2369	spt	Spiti Tibetan	kʰ
2369	spt	Spiti Tibetan	b
2369	spt	Spiti Tibetan	d
2369	spt	Spiti Tibetan	ɖ
2369	spt	Spiti Tibetan	ɡ
2369	spt	Spiti Tibetan	m
2369	spt	Spiti Tibetan	n
2369	spt	Spiti Tibetan	ɲ
2369	spt	Spiti Tibetan	ŋ
2369	spt	Spiti Tibetan	s
2369	spt	Spiti Tibetan	ʃ
2369	spt	Spiti Tibetan	ʂ
2369	spt	Spiti Tibetan	z
2369	spt	Spiti Tibetan	ʒ
2369	spt	Spiti Tibetan	h
2369	spt	Spiti Tibetan	ts
2369	spt	Spiti Tibetan	tɕ
2369	spt	Spiti Tibetan	tsʰ
2369	spt	Spiti Tibetan	tɕʰ
2369	spt	Spiti Tibetan	dz
2369	spt	Spiti Tibetan	dʑ
2369	spt	Spiti Tibetan	l
2369	spt	Spiti Tibetan	r
2369	spt	Spiti Tibetan	ɽ
2369	spt	Spiti Tibetan	w
2369	spt	Spiti Tibetan	j
2369	spt	Spiti Tibetan	i
2369	spt	Spiti Tibetan	e
2369	spt	Spiti Tibetan	ɛ
2369	spt	Spiti Tibetan	a
2369	spt	Spiti Tibetan	u
2369	spt	Spiti Tibetan	o
2369	spt	Spiti Tibetan	ɔ
2370	niv	Nivkh (West Sakhalin)	pʰ
2370	niv	Nivkh (West Sakhalin)	p
2370	niv	Nivkh (West Sakhalin)	ɸ
2370	niv	Nivkh (West Sakhalin)	β
2370	niv	Nivkh (West Sakhalin)	m
2370	niv	Nivkh (West Sakhalin)	w
2370	niv	Nivkh (West Sakhalin)	tʰ
2370	niv	Nivkh (West Sakhalin)	t
2370	niv	Nivkh (West Sakhalin)	r̥
2370	niv	Nivkh (West Sakhalin)	r
2370	niv	Nivkh (West Sakhalin)	n
2370	niv	Nivkh (West Sakhalin)	l
2370	niv	Nivkh (West Sakhalin)	cç
2370	niv	Nivkh (West Sakhalin)	cçʰ
2370	niv	Nivkh (West Sakhalin)	s
2370	niv	Nivkh (West Sakhalin)	z
2370	niv	Nivkh (West Sakhalin)	ɲ
2370	niv	Nivkh (West Sakhalin)	j
2370	niv	Nivkh (West Sakhalin)	k
2370	niv	Nivkh (West Sakhalin)	kʰ
2370	niv	Nivkh (West Sakhalin)	x
2370	niv	Nivkh (West Sakhalin)	ɣ
2370	niv	Nivkh (West Sakhalin)	ŋ
2370	niv	Nivkh (West Sakhalin)	q
2370	niv	Nivkh (West Sakhalin)	qʰ
2370	niv	Nivkh (West Sakhalin)	χ
2370	niv	Nivkh (West Sakhalin)	ʁ
2370	niv	Nivkh (West Sakhalin)	h
2370	niv	Nivkh (West Sakhalin)	e̞
2370	niv	Nivkh (West Sakhalin)	o̞
2370	niv	Nivkh (West Sakhalin)	i
2370	niv	Nivkh (West Sakhalin)	u
2370	niv	Nivkh (West Sakhalin)	ä
2370	niv	Nivkh (West Sakhalin)	ɨ
2371	lzz	Laz (Hopa)	pʰ
2371	lzz	Laz (Hopa)	t̪ʰ
2371	lzz	Laz (Hopa)	kʰ
2371	lzz	Laz (Hopa)	pʼ
2371	lzz	Laz (Hopa)	t̪ʼ
2371	lzz	Laz (Hopa)	kʼ
2371	lzz	Laz (Hopa)	b
2371	lzz	Laz (Hopa)	d̪
2371	lzz	Laz (Hopa)	g
2371	lzz	Laz (Hopa)	ts
2371	lzz	Laz (Hopa)	tʃ
2371	lzz	Laz (Hopa)	tsʼ
2371	lzz	Laz (Hopa)	tʃʼ
2371	lzz	Laz (Hopa)	dz
2371	lzz	Laz (Hopa)	dʒ
2371	lzz	Laz (Hopa)	s
2371	lzz	Laz (Hopa)	z
2371	lzz	Laz (Hopa)	ʃ
2371	lzz	Laz (Hopa)	ʒ
2371	lzz	Laz (Hopa)	χ
2371	lzz	Laz (Hopa)	h
2371	lzz	Laz (Hopa)	ʁ
2371	lzz	Laz (Hopa)	m
2371	lzz	Laz (Hopa)	n̪
2371	lzz	Laz (Hopa)	l
2371	lzz	Laz (Hopa)	ɾ
2371	lzz	Laz (Hopa)	v
2371	lzz	Laz (Hopa)	j
2371	lzz	Laz (Hopa)	cʰ
2371	lzz	Laz (Hopa)	cʼ
2371	lzz	Laz (Hopa)	ɟ
2371	lzz	Laz (Hopa)	qχʼ
2371	lzz	Laz (Hopa)	f
2371	lzz	Laz (Hopa)	a
2371	lzz	Laz (Hopa)	ɛ
2371	lzz	Laz (Hopa)	i
2371	lzz	Laz (Hopa)	ɔ
2371	lzz	Laz (Hopa)	u
2372	atv	Northern Altai (Kumandy)	p
2372	atv	Northern Altai (Kumandy)	pː
2372	atv	Northern Altai (Kumandy)	m
2372	atv	Northern Altai (Kumandy)	t
2372	atv	Northern Altai (Kumandy)	tː
2372	atv	Northern Altai (Kumandy)	s̺
2372	atv	Northern Altai (Kumandy)	ɕ
2372	atv	Northern Altai (Kumandy)	r̺
2372	atv	Northern Altai (Kumandy)	l̺
2372	atv	Northern Altai (Kumandy)	n
2372	atv	Northern Altai (Kumandy)	cçː
2372	atv	Northern Altai (Kumandy)	c
2372	atv	Northern Altai (Kumandy)	ɲ
2372	atv	Northern Altai (Kumandy)	q
2372	atv	Northern Altai (Kumandy)	qː
2372	atv	Northern Altai (Kumandy)	ɣ
2372	atv	Northern Altai (Kumandy)	ŋ
2372	atv	Northern Altai (Kumandy)	ʔ
2372	atv	Northern Altai (Kumandy)	ɪ
2372	atv	Northern Altai (Kumandy)	ɪː
2372	atv	Northern Altai (Kumandy)	ɛ
2372	atv	Northern Altai (Kumandy)	ɛː
2372	atv	Northern Altai (Kumandy)	ɶ
2372	atv	Northern Altai (Kumandy)	ɶː
2372	atv	Northern Altai (Kumandy)	ɵ
2372	atv	Northern Altai (Kumandy)	ɵː
2372	atv	Northern Altai (Kumandy)	ɞ
2372	atv	Northern Altai (Kumandy)	ɞː
2372	atv	Northern Altai (Kumandy)	ɯ̽
2372	atv	Northern Altai (Kumandy)	ɯ̽ː
2372	atv	Northern Altai (Kumandy)	ɑ
2372	atv	Northern Altai (Kumandy)	ɑː
2372	atv	Northern Altai (Kumandy)	ɒ
2372	atv	Northern Altai (Kumandy)	ɒː
2373	tay	Atayal	p
2373	tay	Atayal	t
2373	tay	Atayal	k
2373	tay	Atayal	q
2373	tay	Atayal	ʔ
2373	tay	Atayal	β
2373	tay	Atayal	ʒ
2373	tay	Atayal	ɣ
2373	tay	Atayal	s
2373	tay	Atayal	x
2373	tay	Atayal	ħ
2373	tay	Atayal	ts
2373	tay	Atayal	r
2373	tay	Atayal	l
2373	tay	Atayal	m
2373	tay	Atayal	n
2373	tay	Atayal	j
2373	tay	Atayal	w
2373	tay	Atayal	i
2373	tay	Atayal	y
2373	tay	Atayal	u
2373	tay	Atayal	ɛ
2373	tay	Atayal	ɔ
2373	tay	Atayal	ä
2374	khb	Lue (Chieng Hung)	p
2374	khb	Lue (Chieng Hung)	c
2374	khb	Lue (Chieng Hung)	t
